Location,Period,Indicator,SkilledProf,MortRate
Slovakia,2010,Births attended by skilled health personnel (%),99.21,6
Slovakia,2009,Births attended by skilled health personnel (%),99.52,6
Slovakia,2008,Births attended by skilled health personnel (%),99.51,6
Slovakia,2007,Births attended by skilled health personnel (%),99.22,7
Slovakia,2006,Births attended by skilled health personnel (%),99.52,6
Slovakia,2005,Births attended by skilled health personnel (%),99.51,7
Slovakia,2004,Births attended by skilled health personnel (%),99.51,7
Slovakia,2003,Births attended by skilled health personnel (%),99.46,7
Slovakia,2002,Births attended by skilled health personnel (%),99.43,7
Slovakia,2001,Births attended by skilled health personnel (%),99.43,8
Slovakia,2000,Births attended by skilled health personnel (%),100,8
Slovenia,2012,Births attended by skilled health personnel (%),99.8,7
Slovenia,2011,Births attended by skilled health personnel (%),99.9,8
Slovenia,2010,Births attended by skilled health personnel (%),99.9,8
Slovenia,2009,Births attended by skilled health personnel (%),99.9,8
Slovenia,2008,Births attended by skilled health personnel (%),99.9,8
Slovenia,2007,Births attended by skilled health personnel (%),99.9,8
Slovenia,2006,Births attended by skilled health personnel (%),99.9,8
Slovenia,2005,Births attended by skilled health personnel (%),99.9,10
Slovenia,2004,Births attended by skilled health personnel (%),99.9,11
Slovenia,2003,Births attended by skilled health personnel (%),99.9,10
Slovenia,2002,Births attended by skilled health personnel (%),99.9,11
Slovenia,2001,Births attended by skilled health personnel (%),99.9,10
Slovenia,2000,Births attended by skilled health personnel (%),99.9,12
Solomon Islands,2015,Births attended by skilled health personnel (%),86.2,112
Solomon Islands,2007,Births attended by skilled health personnel (%),86,172
Somalia,2006,Births attended by skilled health personnel (%),9.4,1040
Somalia,2002,Births attended by skilled health personnel (%),24.8,1140
South Africa,2016,Births attended by skilled health personnel (%),96.7,122
South Africa,2008,Births attended by skilled health personnel (%),94.3,191
South Sudan,2010,Births attended by skilled health personnel (%),19.4,1100
South Sudan,2006,Births attended by skilled health personnel (%),9.7,1410
Sri Lanka,2016,Births attended by skilled health personnel (%),99.5,36
Sri Lanka,2007,Births attended by skilled health personnel (%),98.6,43
Sudan,2014,Births attended by skilled health personnel (%),77.7,333
Sudan (until 2011),2010,Births attended by skilled health personnel (%),72.5,408
Sudan (until 2011),2006,Births attended by skilled health personnel (%),49.2,508
Suriname,2015,Births attended by skilled health personnel (%),90,122
Suriname,2010,Births attended by skilled health personnel (%),90,148
Suriname,2009,Births attended by skilled health personnel (%),90,159
Suriname,2008,Births attended by skilled health personnel (%),90,169
Suriname,2007,Births attended by skilled health personnel (%),90,167
Suriname,2006,Births attended by skilled health personnel (%),86.5,165
Syrian Arab Republic,2009,Births attended by skilled health personnel (%),96.2,26
Syrian Arab Republic,2006,Births attended by skilled health personnel (%),91.5,26
Tajikistan,2017,Births attended by skilled health personnel (%),94.8,17
Tajikistan,2014,Births attended by skilled health personnel (%),90.3,19
Tajikistan,2013,Births attended by skilled health personnel (%),90.8,20
Tajikistan,2012,Births attended by skilled health personnel (%),89.3,21
Tajikistan,2011,Births attended by skilled health personnel (%),89,22
Tajikistan,2010,Births attended by skilled health personnel (%),87.7,23
Tajikistan,2009,Births attended by skilled health personnel (%),87.1,26
Tajikistan,2008,Births attended by skilled health personnel (%),85,26
Tajikistan,2007,Births attended by skilled health personnel (%),88.4,27
Tajikistan,2006,Births attended by skilled health personnel (%),78.3,29
Tajikistan,2005,Births attended by skilled health personnel (%),82.4,32
Tajikistan,2004,Births attended by skilled health personnel (%),75.1,33
Tajikistan,2003,Births attended by skilled health personnel (%),88.1,35
Tajikistan,2002,Births attended by skilled health personnel (%),88.7,43
Tajikistan,2001,Births attended by skilled health personnel (%),81.1,52
Thailand,2016,Births attended by skilled health personnel (%),99.1,37
Thailand,2012,Births attended by skilled health personnel (%),99.6,39
Thailand,2009,Births attended by skilled health personnel (%),99.4,43
Thailand,2006,Births attended by skilled health personnel (%),96.9,42
Thailand,2000,Births attended by skilled health personnel (%),99.3,43
Timor-Leste,2016,Births attended by skilled health personnel (%),56.7,152
Timor-Leste,2010,Births attended by skilled health personnel (%),29.3,219
Timor-Leste,2002,Births attended by skilled health personnel (%),24,668
Togo,2017,Births attended by skilled health personnel (%),69.4,396
Togo,2014,Births attended by skilled health personnel (%),44.6,401
Togo,2010,Births attended by skilled health personnel (%),43.9,440
Togo,2006,Births attended by skilled health personnel (%),52.4,482
Togo,2003,Births attended by skilled health personnel (%),60.8,489
Tonga,2012,Births attended by skilled health personnel (%),95.5,56
Tonga,2010,Births attended by skilled health personnel (%),99,57
Tonga,2009,Births attended by skilled health personnel (%),98.1,61
Tonga,2008,Births attended by skilled health personnel (%),97,60
Tonga,2007,Births attended by skilled health personnel (%),98,62
Tonga,2006,Births attended by skilled health personnel (%),98,64
Tonga,2005,Births attended by skilled health personnel (%),96.1,66
Tonga,2004,Births attended by skilled health personnel (%),98,67
Tonga,2003,Births attended by skilled health personnel (%),97,69
Tonga,2002,Births attended by skilled health personnel (%),95.1,71
Tonga,2001,Births attended by skilled health personnel (%),95.3,73
Tonga,2000,Births attended by skilled health personnel (%),95,77
Trinidad and Tobago,2017,Births attended by skilled health personnel (%),100,67
Trinidad and Tobago,2016,Births attended by skilled health personnel (%),100,68
Trinidad and Tobago,2015,Births attended by skilled health personnel (%),99.9,68
Trinidad and Tobago,2014,Births attended by skilled health personnel (%),100,69
Trinidad and Tobago,2013,Births attended by skilled health personnel (%),100,70
Trinidad and Tobago,2012,Births attended by skilled health personnel (%),100,71
Trinidad and Tobago,2008,Births attended by skilled health personnel (%),99.5,72
Trinidad and Tobago,2006,Births attended by skilled health personnel (%),99.6,73
Trinidad and Tobago,2004,Births attended by skilled health personnel (%),99,76
Trinidad and Tobago,2003,Births attended by skilled health personnel (%),99.2,75
Trinidad and Tobago,2002,Births attended by skilled health personnel (%),98.7,74
Trinidad and Tobago,2001,Births attended by skilled health personnel (%),99.2,78
Trinidad and Tobago,2000,Births attended by skilled health personnel (%),99,81
Tunisia,2012,Births attended by skilled health personnel (%),73.6,46
Tunisia,2006,Births attended by skilled health personnel (%),94.6,49
Turkey,2017,Births attended by skilled health personnel (%),98,17
Turkey,2015,Births attended by skilled health personnel (%),98,19
Turkey,2014,Births attended by skilled health personnel (%),97.4,19
Turkey,2008,Births attended by skilled health personnel (%),91.3,27
Turkmenistan,2016,Births attended by skilled health personnel (%),100,8
Turkmenistan,2006,Births attended by skilled health personnel (%),99.5,18
Turkmenistan,2002,Births attended by skilled health personnel (%),97.2,25
Uganda,2016,Births attended by skilled health personnel (%),74.2,381
Uganda,2011,Births attended by skilled health personnel (%),57.4,419
Uganda,2006,Births attended by skilled health personnel (%),41.9,473
Ukraine,2014,Births attended by skilled health personnel (%),99.9,24
Ukraine,2013,Births attended by skilled health personnel (%),99.9,23
Ukraine,2012,Births attended by skilled health personnel (%),99,24
Ukraine,2011,Births attended by skilled health personnel (%),99.9,23
Ukraine,2010,Births attended by skilled health personnel (%),99.9,25
Ukraine,2009,Births attended by skilled health personnel (%),99.9,27
Ukraine,2008,Births attended by skilled health personnel (%),99.9,33
Ukraine,2007,Births attended by skilled health personnel (%),98.7,33
Ukraine,2006,Births attended by skilled health personnel (%),99.9,31
Ukraine,2005,Births attended by skilled health personnel (%),99.8,33
Ukraine,2004,Births attended by skilled health personnel (%),99.9,33
Ukraine,2003,Births attended by skilled health personnel (%),99.9,32
Ukraine,2002,Births attended by skilled health personnel (%),99.9,33
Ukraine,2001,Births attended by skilled health personnel (%),99.9,33
Ukraine,2000,Births attended by skilled health personnel (%),99.9,35
United Arab Emirates,2015,Births attended by skilled health personnel (%),99.9,3
United Arab Emirates,2014,Births attended by skilled health personnel (%),99.9,3
United Arab Emirates,2013,Births attended by skilled health personnel (%),99.9,3
United Arab Emirates,2004,Births attended by skilled health personnel (%),100,5
United Republic of Tanzania,2016,Births attended by skilled health personnel (%),63.5,539
United Republic of Tanzania,2010,Births attended by skilled health personnel (%),48.9,644
United States of America,2017,Births attended by skilled health personnel (%),99.1,19
United States of America,2016,Births attended by skilled health personnel (%),99.1,19
United States of America,2015,Births attended by skilled health personnel (%),99.1,18
United States of America,2014,Births attended by skilled health personnel (%),98.5,16
United States of America,2013,Births attended by skilled health personnel (%),99.2,16
United States of America,2012,Births attended by skilled health personnel (%),99.3,16
United States of America,2011,Births attended by skilled health personnel (%),99.3,15
United States of America,2010,Births attended by skilled health personnel (%),99.4,15
United States of America,2009,Births attended by skilled health personnel (%),99.3,15
United States of America,2008,Births attended by skilled health personnel (%),99.3,14
United States of America,2007,Births attended by skilled health personnel (%),99.3,14
United States of America,2006,Births attended by skilled health personnel (%),99.4,14
United States of America,2005,Births attended by skilled health personnel (%),99.4,13
United States of America,2004,Births attended by skilled health personnel (%),99.3,13
United States of America,2003,Births attended by skilled health personnel (%),99.3,13
United States of America,2002,Births attended by skilled health personnel (%),99.5,13
United States of America,2001,Births attended by skilled health personnel (%),99.4,13
United States of America,2000,Births attended by skilled health personnel (%),99.4,12
Uruguay,2017,Births attended by skilled health personnel (%),100,17
Uruguay,2016,Births attended by skilled health personnel (%),100,18
Uruguay,2015,Births attended by skilled health personnel (%),99.9,18
Uruguay,2014,Births attended by skilled health personnel (%),99.9,17
Uruguay,2013,Births attended by skilled health personnel (%),99.9,18
Uruguay,2012,Births attended by skilled health personnel (%),99.9,17
Uruguay,2011,Births attended by skilled health personnel (%),99.5,17
Uruguay,2010,Births attended by skilled health personnel (%),99.8,17
Uruguay,2009,Births attended by skilled health personnel (%),99.7,19
Uruguay,2008,Births attended by skilled health personnel (%),99.6,19
Uruguay,2007,Births attended by skilled health personnel (%),98.6,20
Uruguay,2006,Births attended by skilled health personnel (%),99.9,20
Uruguay,2005,Births attended by skilled health personnel (%),99.9,22
Uruguay,2004,Births attended by skilled health personnel (%),99.5,23
Uruguay,2003,Births attended by skilled health personnel (%),99.7,23
Uruguay,2002,Births attended by skilled health personnel (%),99.7,25
Uruguay,2001,Births attended by skilled health personnel (%),99.6,25
Uruguay,2000,Births attended by skilled health personnel (%),99.7,26
Uzbekistan,2017,Births attended by skilled health personnel (%),100,29
Uzbekistan,2016,Births attended by skilled health personnel (%),100,29
Uzbekistan,2015,Births attended by skilled health personnel (%),100,30
Uzbekistan,2014,Births attended by skilled health personnel (%),100,30
Uzbekistan,2013,Births attended by skilled health personnel (%),100,31
Uzbekistan,2012,Births attended by skilled health personnel (%),100,32
Uzbekistan,2011,Births attended by skilled health personnel (%),100,32
Uzbekistan,2010,Births attended by skilled health personnel (%),100,31
Uzbekistan,2009,Births attended by skilled health personnel (%),100,32
Uzbekistan,2008,Births attended by skilled health personnel (%),100,34
Uzbekistan,2007,Births attended by skilled health personnel (%),100,35
Uzbekistan,2006,Births attended by skilled health personnel (%),99.6,37
Uzbekistan,2005,Births attended by skilled health personnel (%),100,38
Uzbekistan,2004,Births attended by skilled health personnel (%),100,37
Uzbekistan,2003,Births attended by skilled health personnel (%),100,39
Uzbekistan,2002,Births attended by skilled health personnel (%),100,41
Uzbekistan,2001,Births attended by skilled health personnel (%),100,41
Vanuatu,2013,Births attended by skilled health personnel (%),89.4,82
Vanuatu,2007,Births attended by skilled health personnel (%),74,103
Vanuatu,2006,Births attended by skilled health personnel (%),92.9,108
Vanuatu,2005,Births attended by skilled health personnel (%),92,113
Vanuatu,2003,Births attended by skilled health personnel (%),84,123
Vanuatu,2000,Births attended by skilled health personnel (%),88,140
Venezuela (Bolivarian Republic of),2017,Births attended by skilled health personnel (%),99.1,125
Venezuela (Bolivarian Republic of),2016,Births attended by skilled health personnel (%),99.3,121
Venezuela (Bolivarian Republic of),2015,Births attended by skilled health personnel (%),99.3,115
Venezuela (Bolivarian Republic of),2014,Births attended by skilled health personnel (%),99.5,113
Venezuela (Bolivarian Republic of),2012,Births attended by skilled health personnel (%),95.7,116
Venezuela (Bolivarian Republic of),2011,Births attended by skilled health personnel (%),98.1,116
Venezuela (Bolivarian Republic of),2003,Births attended by skilled health personnel (%),95,127
Viet Nam,2014,Births attended by skilled health personnel (%),93.8,45
Viet Nam,2011,Births attended by skilled health personnel (%),91.9,47
Viet Nam,2006,Births attended by skilled health personnel (%),83.8,51
Yemen,2013,Births attended by skilled health personnel (%),44.7,175
Yemen,2012,Births attended by skilled health personnel (%),34.4,184
Yemen,2006,Births attended by skilled health personnel (%),35.7,230
Zambia,2014,Births attended by skilled health personnel (%),63.3,242
Zambia,2007,Births attended by skilled health personnel (%),45.2,387
Zimbabwe,2015,Births attended by skilled health personnel (%),78.1,480
Zimbabwe,2014,Births attended by skilled health personnel (%),80,494
Zimbabwe,2011,Births attended by skilled health personnel (%),66.2,557
Zimbabwe,2009,Births attended by skilled health personnel (%),60.2,632
Zimbabwe,2006,Births attended by skilled health personnel (%),68.5,680
